store,name,price,original_price,sku,url,image,brand,category,availability,scraped_at
saeedsalah.com,كوتش نيويورك للرجال او دي تواليت 100 مل,374.0,374.0,1163532041.0,https://saeedsalah.com/كوتش-نيويورك-للرجال-او-دي-تواليت-100-مل/p1163532041,https://cdn.salla.sa/jvWnV/1TfTqqWHu9uQqR6J5o1hQpR7V6bgqnAcUFP5lzjv.jpg,COACH,,True,2026-04-13T16:26:31
saeedsalah.com,كارتييه بيزيه فولي للنساء او دي برفيوم 75 مل,470.01,470.01,491266080.0,https://saeedsalah.com/كارتير-باسير-فو-للنساء-او-دي-برفيوم-75-مل/p491266080,https://cdn.salla.sa/jvWnV/DecgiMCh1jaAPsDb489Q9eaVMi1X58dQIgcvEn4Z.jpg,CARTIER,,True,2026-04-13T16:26:52
alkhabeershop.com,تستر معطر شعر لاليك سوليل 50مل,115.0,115.0,790499803,https://alkhabeershop.com/تستر-معطر-شعر-لاليك-سوليل-50مل/p790499803,https://cdn.salla.sa/yonqa/NKGsMA27AVv867BwjX6Kv8Y5ZJLquxTvCDmshUrK.jpg,لاليك Lalique,,true,2026-04-13T16:26:28
alkhabeershop.com,عطر لاورا مارس سبلانديد بلاك او دو تواليت 100مل,131.1,131.1,1966842928,https://alkhabeershop.com/عطر-لاورا-مارس-سبلانديد-بلاك-او-دو-بارفيوم-100مل/p1966842928,https://cdn.salla.sa/yonqa/RUfnM8L7chgL0LHy2pf0q9HUYHExw3KSDQ26z1E7.jpg,لاورا مارس Laura Mars,,true,2026-04-13T16:27:43
